transaction_id,store_id,customer_id,transaction_date,total_amount
3792,1,,2025-05-28,24.5
3793,5,,2025-05-23,85.16
3794,9,,2025-05-29,45.08
3795,1,,2025-06-01,52.85
3796,1,,2025-05-19,35.3
3797,8,,2025-05-27,68.25
3798,5,990,2025-05-26,49.95
3799,5,,2025-05-08,43.5
3800,2,315,2025-05-25,34.7
3801,5,,2025-05-31,24.3
3802,2,,2025-05-27,5.6
3803,2,255,2025-05-26,62.1
3804,7,,2025-05-23,42.8
3805,5,,2025-05-29,2.5
3806,3,653,2025-05-29,75.09
3807,10,372,2025-05-30,93.67
3808,3,653,2025-05-08,73.4
3809,6,,2025-05-10,9.0
3810,8,610,2025-05-10,10.5
3811,10,397,2025-05-14,25.8
3812,3,,2025-05-20,7.0
3813,1,,2025-05-14,17.9
3814,9,,2025-05-30,51.79
3815,3,,2025-05-28,49.96
3816,4,976,2025-05-07,57.06
3817,2,,2025-05-06,82.09
3818,8,502,2025-05-14,33.47
3819,2,,2025-05-09,59.97
3820,10,,2025-05-07,10.2
3821,5,726,2025-05-13,56.5
3822,4,,2025-05-31,23.5
3823,7,,2025-05-10,19.99
3824,10,,2025-05-13,5.0
3825,7,,2025-05-13,39.96
3826,7,657,2025-05-31,42.2
3827,3,,2025-06-01,7.2
3828,4,,2025-05-22,67.7
3829,3,,2025-05-10,35.79
3830,2,,2025-05-07,15.3
3831,9,,2025-05-23,3.5
3832,9,,2025-05-29,22.2
3833,7,293,2025-05-08,56.19
3834,3,,2025-06-03,51.5
3835,7,,2025-05-16,55.3
3836,2,,2025-05-08,42.4
3837,9,,2025-05-16,21.3
3838,5,391,2025-05-30,20.0
3839,1,,2025-05-16,16.9
3840,5,801,2025-05-07,6.6
3841,7,,2025-06-03,18.0
3842,5,81,2025-05-31,73.46
3843,3,146,2025-05-12,48.48
3844,5,521,2025-05-29,45.58
3845,7,,2025-05-18,28.08
3846,2,,2025-05-06,28.4
3847,5,,2025-05-30,45.0
3848,6,,2025-05-29,58.3
3849,5,281,2025-05-07,14.58
3850,2,,2025-05-14,128.95
3851,4,866,2025-05-27,20.6
3852,5,,2025-05-27,15.9
3853,3,,2025-05-06,13.0
3854,2,328,2025-05-08,2.9
3855,1,,2025-05-26,127.9
3856,9,,2025-05-27,35.3
3857,2,589,2025-05-31,10.0
3858,3,,2025-05-14,49.95
3859,4,,2025-05-28,27.1
3860,9,,2025-05-12,4.5
3861,2,764,2025-05-23,112.95
3862,9,701,2025-05-18,64.16
3863,4,,2025-05-14,44.46
3864,1,853,2025-05-24,55.99
3865,4,,2025-05-27,141.86
3866,2,,2025-05-20,59.39
3867,9,,2025-05-23,103.68
3868,7,,2025-05-18,6.3
3869,9,,2025-05-12,26.7
3870,10,,2025-05-09,1.1
3871,1,565,2025-05-10,54.2
3872,2,,2025-05-24,127.4
3873,5,,2025-05-09,55.56
3874,4,,2025-05-12,16.2
3875,9,,2025-05-23,107.39
3876,2,,2025-06-02,38.6
3877,3,,2025-05-24,16.8
3878,1,,2025-05-10,81.95
3879,2,,2025-06-02,77.48
3880,5,803,2025-06-03,92.31
3881,5,367,2025-06-02,343.57
3882,3,587,2025-05-27,8.5
3883,1,,2025-05-24,35.6
3884,4,631,2025-05-19,8.4
3885,2,243,2025-05-20,11.9
3886,6,,2025-06-03,8.5
3887,7,5,2025-05-20,39.8
3888,3,,2025-06-02,96.45
3889,2,,2025-05-20,52.6
3890,2,,2025-05-18,5.5
3891,9,,2025-05-12,3.9
3892,6,,2025-06-01,31.9
3893,2,914,2025-05-21,23.0
3894,4,,2025-05-07,36.1
3895,3,,2025-05-25,12.8
3896,3,,2025-05-15,20.99
3897,3,,2025-05-09,23.1
3898,9,,2025-06-02,86.88
3899,4,,2025-05-16,65.8
3900,9,,2025-06-02,38.9
3901,3,584,2025-05-14,38.6
3902,4,412,2025-06-03,7.2
3903,5,,2025-05-08,39.8
3904,3,,2025-05-27,177.8
3905,1,,2025-05-12,89.46
3906,1,,2025-05-24,52.28
3907,2,,2025-05-10,127.76
3908,10,,2025-05-14,49.69
3909,2,,2025-05-29,15.4
3910,3,,2025-05-23,4.0
3911,7,,2025-05-31,60.55
3912,4,,2025-05-08,77.16
3913,2,497,2025-06-02,5.4
3914,9,,2025-05-13,31.1
3915,9,,2025-05-20,197.15
3916,1,371,2025-05-31,21.5
3917,7,,2025-05-25,70.5
3918,4,,2025-05-12,49.98
3919,10,,2025-05-16,29.5
3920,2,,2025-05-20,43.39
3921,3,,2025-05-14,29.0
3922,3,,2025-05-11,39.39
3923,2,,2025-05-13,1.8
3924,2,534,2025-05-07,4.7
3925,2,,2025-05-28,13.5
3926,4,522,2025-06-02,58.98
3927,2,,2025-06-02,41.36
3928,4,,2025-05-26,19.99
3929,7,,2025-06-01,79.96
3930,3,,2025-05-31,18.4
3931,2,,2025-05-29,74.95
3932,2,,2025-05-28,61.8
3933,9,,2025-05-22,129.97
3934,1,,2025-05-30,48.3
3935,10,,2025-05-30,7.0
3936,4,,2025-05-16,77.0
3937,5,,2025-05-21,22.8
3938,4,,2025-05-09,96.6
3939,4,,2025-05-30,21.8
3940,1,,2025-05-31,45.29
3941,2,196,2025-05-14,80.4
3942,4,97,2025-05-18,14.2
3943,5,,2025-05-09,20.9
3944,5,,2025-05-19,56.39
3945,6,,2025-05-07,24.4
3946,2,357,2025-05-16,109.98
3947,4,,2025-05-08,8.0
3948,10,,2025-06-03,9.6
3949,4,,2025-05-14,61.28
3950,9,546,2025-05-08,160.33
3951,1,252,2025-05-11,60.4
3952,1,736,2025-05-13,36.87
3953,5,,2025-05-22,11.0
3954,9,682,2025-05-13,11.0
3955,2,,2025-05-16,87.5
3956,1,,2025-06-01,13.49
3957,2,,2025-05-11,55.6
3958,3,140,2025-06-01,51.2
3959,2,,2025-05-09,125.35
3960,1,912,2025-05-31,19.39
3961,7,158,2025-05-13,4.5
3962,1,262,2025-05-12,4.8
3963,4,,2025-05-11,48.19
3964,1,677,2025-05-08,136.86
3965,6,,2025-05-30,189.25
3966,6,,2025-06-01,25.5
3967,1,140,2025-05-11,85.85
3968,6,,2025-05-24,17.2
3969,1,226,2025-05-24,26.5
3970,8,,2025-05-28,73.98
3971,5,,2025-05-15,18.5
3972,3,,2025-05-25,29.78
3973,4,,2025-05-22,49.3
3974,4,,2025-05-27,27.96
3975,8,,2025-05-23,29.5
3976,9,,2025-05-07,22.5
3977,2,,2025-05-24,19.3
3978,10,,2025-05-27,37.9
3979,1,,2025-05-13,33.1
3980,1,,2025-06-03,140.45
3981,6,,2025-05-24,14.0
3982,5,,2025-05-31,42.17
3983,3,,2025-05-24,11.4
3984,9,739,2025-05-18,23.2
3985,3,,2025-05-29,131.05
3986,8,,2025-05-25,2.5
3987,6,946,2025-05-18,275.95
3988,9,,2025-06-01,14.0
3989,2,,2025-05-31,72.25
3990,1,,2025-05-21,50.5
3991,6,,2025-05-10,93.37
3992,8,,2025-05-29,6.2
3993,3,643,2025-05-28,23.9
3994,6,,2025-06-02,14.0
3995,9,,2025-05-06,70.09
3996,1,518,2025-05-16,33.6
3997,2,455,2025-05-08,73.77
3998,9,,2025-05-06,109.66
3999,7,,2025-05-14,237.28
4000,5,15,2025-05-27,50.98
4001,2,782,2025-05-29,5.6
4002,1,,2025-06-02,44.5
4003,2,,2025-06-01,17.3
4004,2,,2025-05-23,54.58
4005,2,,2025-05-11,148.64
4006,2,,2025-05-30,20.3
4007,2,,2025-05-08,39.77
4008,8,,2025-05-16,54.9
4009,7,,2025-05-24,9.7
4010,10,674,2025-05-19,69.0
4011,3,,2025-05-11,45.17
4012,8,,2025-05-10,65.3
4013,7,,2025-05-13,56.8
4014,1,,2025-05-08,49.0
4015,3,,2025-05-25,22.5
4016,10,197,2025-05-11,23.49
4017,8,,2025-05-12,134.9
4018,5,,2025-05-15,24.68
4019,9,,2025-05-09,82.47
4020,10,,2025-05-09,112.12
4021,3,,2025-05-30,42.0
4022,1,,2025-06-02,9.6
4023,4,512,2025-06-01,9.4
4024,8,,2025-05-28,21.2
4025,3,,2025-05-23,53.1
4026,1,,2025-05-09,97.29
4027,5,,2025-06-02,120.57
4028,2,,2025-06-02,168.05
4029,2,,2025-05-19,57.68
4030,4,342,2025-05-24,21.2
4031,10,99,2025-05-27,3.0
4032,2,,2025-05-10,7.2
4033,4,,2025-05-14,35.5
4034,9,504,2025-05-16,27.5
4035,2,,2025-05-27,53.7
4036,4,964,2025-05-08,19.4
4037,1,,2025-05-21,53.27
4038,10,,2025-05-24,42.9
4039,9,,2025-05-27,24.48
4040,2,,2025-05-15,56.38
4041,2,,2025-05-08,11.2
4042,5,,2025-05-15,31.1
4043,1,766,2025-05-07,46.5
4044,9,,2025-06-02,10.5
4045,9,,2025-05-08,160.66
4046,1,,2025-05-28,18.7
4047,9,,2025-05-29,33.3
4048,5,969,2025-05-18,67.4
4049,8,975,2025-05-25,5.5
4050,1,,2025-05-13,1.8
4051,9,,2025-05-30,33.39
4052,3,,2025-05-29,29.9
4053,5,,2025-05-14,84.5
4054,8,,2025-05-10,26.8
4055,2,,2025-05-16,29.5
4056,1,,2025-05-08,103.56
4057,2,,2025-05-23,19.6
4058,2,,2025-05-16,25.9
4059,1,207,2025-05-06,18.1
4060,5,,2025-05-16,41.77
4061,5,,2025-05-19,7.1
4062,7,,2025-05-15,102.1
4063,6,,2025-05-27,3.5
4064,10,,2025-05-16,37.1
4065,2,,2025-05-29,24.4
4066,9,735,2025-05-17,48.5
4067,5,,2025-05-22,127.27
4068,8,,2025-05-18,10.4
4069,8,672,2025-05-17,55.98
4070,9,,2025-05-10,23.7
4071,2,,2025-05-28,23.5
4072,5,486,2025-05-08,78.07
4073,5,,2025-05-06,7.5
4074,3,,2025-05-20,37.46
4075,10,,2025-05-22,69.78
4076,9,,2025-05-24,59.99
4077,9,,2025-05-15,45.99
4078,9,,2025-05-29,5.4
4079,9,,2025-05-16,12.5
4080,3,139,2025-06-02,1.1
4081,2,,2025-05-21,10.5
4082,1,,2025-05-12,10.5
4083,8,,2025-05-31,24.0
4084,2,,2025-05-11,236.66
4085,2,860,2025-05-26,72.45
4086,2,888,2025-05-09,35.7
4087,2,,2025-05-24,11.0
4088,1,200,2025-05-10,2.2
4089,1,419,2025-05-27,46.8
4090,5,,2025-05-12,187.95
4091,5,,2025-05-13,63.6
4092,4,,2025-05-24,22.5
4093,5,,2025-05-15,51.36
4094,2,681,2025-05-30,24.7
4095,1,269,2025-05-21,17.6
4096,1,,2025-05-29,68.39
4097,1,,2025-05-12,14.8
4098,1,,2025-05-06,36.0
4099,1,,2025-05-26,128.97
4100,1,,2025-05-22,330.45
4101,1,,2025-05-20,25.8
4102,6,,2025-05-18,26.79
4103,9,760,2025-06-01,7.2
4104,10,,2025-05-09,18.99
4105,9,772,2025-06-01,56.98
4106,1,,2025-05-12,34.7
4107,5,,2025-05-15,5.0
4108,2,,2025-05-17,11.7
4109,1,,2025-05-15,35.1
4110,3,,2025-05-16,15.4
4111,8,291,2025-05-07,41.2
4112,1,,2025-05-12,25.4
4113,1,,2025-05-22,91.35
4114,9,,2025-06-03,37.1
4115,1,,2025-05-17,109.13
4116,2,,2025-05-29,58.3
4117,4,812,2025-06-01,108.16
4118,5,,2025-05-19,7.0
4119,10,,2025-06-03,14.5
4120,7,,2025-05-23,15.6
4121,9,,2025-05-08,36.0
4122,6,,2025-05-16,182.76
4123,2,,2025-05-21,8.4
4124,2,,2025-05-16,1.7
4125,1,,2025-05-29,35.9
4126,7,,2025-05-27,31.8
4127,2,425,2025-05-10,22.49
4128,3,,2025-05-31,45.4
4129,5,28,2025-06-02,204.36
4130,2,894,2025-05-19,7.8
4131,4,,2025-06-01,369.08
4132,1,785,2025-06-03,54.0
4133,10,,2025-06-03,140.87
4134,8,,2025-05-14,39.2
4135,1,,2025-05-14,7.5
4136,2,,2025-05-21,94.76
4137,1,,2025-06-01,58.87
4138,3,,2025-05-23,44.9
4139,4,821,2025-05-21,35.7
4140,3,113,2025-06-03,39.7
4141,9,,2025-05-23,10.6
4142,9,,2025-05-16,25.98
4143,9,987,2025-05-16,37.8
4144,2,41,2025-05-14,22.0
4145,9,,2025-05-09,56.7
4146,5,,2025-05-08,12.4
4147,2,,2025-05-23,9.6
4148,7,,2025-05-21,37.2
4149,6,,2025-05-21,95.35
4150,1,842,2025-05-28,177.95
4151,2,,2025-05-13,46.48
4152,9,943,2025-05-22,10.5
4153,2,,2025-05-31,25.5
4154,9,,2025-06-02,41.18
4155,1,,2025-05-29,20.97
4156,4,,2025-05-14,38.49
4157,8,,2025-05-17,43.08
4158,3,815,2025-05-27,89.97
4159,2,387,2025-05-08,43.9
4160,7,,2025-05-21,10.3
4161,9,,2025-05-10,46.1
4162,3,,2025-05-31,27.2
4163,1,,2025-06-03,6.1
4164,2,920,2025-05-14,11.2
4165,10,,2025-05-29,19.29
4166,8,,2025-05-30,29.2
4167,4,,2025-05-09,44.1
4168,2,,2025-05-31,49.78
4169,5,876,2025-05-13,62.39
4170,8,,2025-05-11,50.87
4171,1,,2025-05-28,14.0
4172,1,,2025-05-12,5.5
4173,5,841,2025-05-28,29.2
4174,8,,2025-05-08,58.37
4175,9,800,2025-05-06,36.1
4176,4,,2025-05-21,14.0
4177,10,519,2025-05-16,141.82
4178,9,544,2025-05-20,25.4
4179,5,,2025-05-16,27.3
4180,5,396,2025-05-24,21.6
4181,7,,2025-05-14,23.58
4182,1,,2025-05-12,152.45
4183,2,,2025-05-16,22.5
4184,4,,2025-05-31,51.46
4185,9,824,2025-06-01,174.37
4186,4,,2025-05-08,38.1
4187,5,672,2025-05-25,37.2
4188,7,888,2025-05-29,47.1
4189,1,,2025-05-21,72.09
4190,2,,2025-05-08,44.89
4191,4,371,2025-05-20,91.07
4192,1,,2025-05-11,25.2
4193,1,,2025-05-13,12.5
4194,2,12,2025-05-13,14.5
4195,4,49,2025-05-15,29.5
4196,9,,2025-05-11,29.7
4197,6,,2025-06-02,46.7
4198,8,,2025-05-31,7.8
4199,1,,2025-05-30,21.5
4200,4,716,2025-05-11,29.4
4201,8,574,2025-05-17,35.76
4202,1,,2025-05-14,114.49
4203,5,,2025-05-07,31.1
4204,9,,2025-05-13,168.03
4205,5,,2025-05-18,42.59
4206,8,,2025-05-28,26.4
4207,2,,2025-05-31,63.6
4208,3,,2025-05-08,2.2
4209,7,466,2025-05-17,63.47
4210,4,,2025-05-17,8.7
4211,10,,2025-05-12,22.5
4212,2,,2025-05-30,8.7
4213,3,,2025-05-24,78.2
4214,9,781,2025-05-16,46.5
4215,2,555,2025-06-01,19.0
4216,5,,2025-05-13,60.18
4217,3,,2025-05-29,69.7
4218,7,,2025-06-02,13.4
4219,3,,2025-05-23,16.6
4220,1,,2025-05-16,3.5
4221,2,,2025-05-21,67.78
4222,7,470,2025-05-16,453.24
4223,2,,2025-05-11,48.97
4224,5,573,2025-05-12,55.0
4225,2,,2025-05-29,13.0
4226,2,,2025-05-12,7.3
4227,2,445,2025-05-23,135.35
4228,10,886,2025-05-09,23.1
4229,2,84,2025-05-21,55.26
4230,3,501,2025-05-13,83.46
4231,5,562,2025-05-24,56.79
4232,3,,2025-05-15,315.66
4233,5,,2025-05-24,36.0
4234,2,94,2025-05-18,6.9
4235,9,,2025-05-14,199.53
4236,9,989,2025-05-24,30.2
4237,1,121,2025-06-01,42.5
4238,1,473,2025-05-28,12.4
4239,1,,2025-05-26,11.7
4240,8,,2025-05-20,42.4
4241,2,467,2025-06-02,3.6
4242,1,,2025-05-07,43.3
4243,2,,2025-05-20,10.2
4244,2,504,2025-06-01,7.8
4245,10,,2025-05-18,26.97
4246,4,,2025-05-30,52.37
4247,10,,2025-05-28,9.0
4248,9,,2025-05-22,33.0
4249,2,,2025-05-27,42.6
4250,2,269,2025-05-18,82.95
4251,7,180,2025-05-12,87.14
4252,5,248,2025-05-24,7.6
4253,9,,2025-05-11,29.7
4254,1,,2025-05-19,56.88
4255,1,632,2025-05-25,7.8
4256,2,446,2025-05-07,28.9
4257,9,,2025-05-24,6.0
4258,1,,2025-05-06,58.9
4259,1,,2025-05-30,31.39
4260,2,,2025-05-20,36.1
4261,1,480,2025-05-11,60.77
4262,9,,2025-05-28,57.49
4263,4,,2025-05-30,52.5
4264,2,,2025-05-14,48.76
4265,4,,2025-05-10,117.45
4266,7,765,2025-05-26,77.78
4267,5,691,2025-05-30,1.5
4268,5,,2025-05-25,30.6
4269,2,528,2025-06-01,119.96
4270,3,,2025-05-23,15.5
4271,3,753,2025-05-15,126.68
4272,7,328,2025-05-29,33.2
4273,9,590,2025-05-10,50.7
4274,2,337,2025-05-13,70.15
4275,4,87,2025-05-23,25.59
4276,6,,2025-05-18,41.7
4277,4,,2025-06-01,39.6
4278,4,,2025-05-22,150.3
4279,1,574,2025-05-13,10.5
4280,2,334,2025-05-09,52.06
4281,3,,2025-05-29,83.0
4282,1,791,2025-05-08,48.2
4283,1,510,2025-05-30,44.46
4284,8,994,2025-05-14,49.3
4285,4,,2025-05-10,39.8
4286,4,201,2025-05-30,21.6
4287,8,,2025-06-02,56.4
4288,2,,2025-05-12,150.13
4289,2,714,2025-05-13,24.39
4290,2,,2025-05-31,14.5
4291,1,,2025-06-03,39.96
4292,6,948,2025-06-01,173.68
4293,2,630,2025-05-06,22.5
4294,2,,2025-05-19,44.5
4295,3,,2025-05-23,30.8
4296,1,,2025-05-15,21.48
4297,1,,2025-05-20,11.5
4298,3,,2025-05-29,16.6
4299,10,,2025-05-20,33.6
4300,4,98,2025-05-15,8.7
4301,3,,2025-05-30,12.0
4302,5,,2025-05-24,5.5
4303,4,,2025-05-23,57.5
4304,2,,2025-06-02,38.7
4305,10,795,2025-05-25,22.5
4306,8,640,2025-05-27,74.08
4307,5,,2025-05-10,96.28
4308,9,,2025-05-22,11.4
4309,3,413,2025-05-24,14.7
4310,6,,2025-05-16,36.1
4311,3,,2025-05-23,77.85
4312,5,,2025-05-26,46.3
4313,2,,2025-05-10,3.9
4314,2,692,2025-05-16,30.5
4315,1,16,2025-05-16,3.0
4316,2,,2025-05-21,17.5
4317,9,,2025-06-02,106.57
4318,5,,2025-05-31,6.1
4319,3,,2025-06-03,34.3
4320,3,,2025-05-09,30.9
4321,7,,2025-06-02,14.0
4322,9,,2025-05-23,128.96
4323,1,363,2025-05-23,58.0
4324,1,,2025-05-23,81.4
4325,3,,2025-05-14,6.4
4326,3,,2025-05-30,64.4
4327,1,,2025-05-11,6.3
4328,4,,2025-05-10,69.38
4329,10,,2025-05-09,39.0
4330,6,,2025-05-18,27.9
4331,10,,2025-05-14,70.0
4332,8,221,2025-06-02,36.18
4333,10,333,2025-05-30,14.5
4334,9,,2025-05-22,75.26
4335,9,472,2025-05-13,18.4
4336,1,,2025-05-10,58.07
4337,6,,2025-05-21,16.0
4338,9,,2025-05-08,23.1
4339,3,905,2025-05-17,60.3
4340,6,658,2025-05-11,121.28
4341,9,,2025-05-29,9.7
4342,5,,2025-05-20,17.5
4343,5,,2025-05-30,23.79
4344,1,,2025-05-18,81.24
4345,1,501,2025-05-26,11.7
4346,5,,2025-05-16,32.6
4347,4,,2025-05-27,202.54
4348,10,,2025-05-22,35.9
4349,9,,2025-05-15,90.0
4350,5,,2025-05-16,23.7
4351,2,,2025-05-23,25.1
4352,1,,2025-05-19,1.0
4353,9,,2025-05-24,13.0
4354,8,,2025-06-03,41.5
4355,6,,2025-05-15,40.1
4356,1,,2025-05-16,26.7
4357,4,171,2025-05-12,24.5
4358,7,,2025-05-10,61.16
4359,2,520,2025-05-24,29.5
4360,1,332,2025-06-01,21.7
4361,8,,2025-05-20,295.96
4362,1,161,2025-05-29,33.5
4363,4,795,2025-05-20,33.9
4364,5,,2025-05-15,24.5
4365,4,,2025-05-13,242.18
4366,5,,2025-05-16,6.5
4367,5,81,2025-05-11,5.0
4368,4,,2025-06-01,56.56
4369,2,,2025-05-09,54.5
4370,9,,2025-05-10,65.66
4371,1,,2025-05-13,10.0
4372,9,103,2025-05-18,37.8
4373,5,,2025-06-01,42.1
4374,7,,2025-05-31,87.18
4375,9,376,2025-05-12,49.99
4376,3,835,2025-05-10,67.2
4377,1,,2025-05-07,13.2
4378,7,561,2025-05-09,14.0
4379,10,,2025-05-29,27.5
4380,9,,2025-06-01,10.99
4381,9,,2025-06-02,61.29
4382,2,,2025-05-06,128.67
4383,5,227,2025-05-06,34.0
4384,5,,2025-05-22,35.3
4385,6,,2025-05-17,36.47
4386,2,,2025-05-30,58.5
4387,2,269,2025-05-25,13.5
4388,4,,2025-05-17,15.0
4389,3,369,2025-05-28,13.2
4390,9,,2025-05-27,56.0
4391,2,1,2025-05-26,67.45
4392,2,,2025-05-29,57.09
4393,4,724,2025-06-02,18.4
4394,4,,2025-05-11,20.4
4395,5,456,2025-05-20,88.67
4396,3,218,2025-05-11,59.97
4397,7,,2025-05-23,84.98
4398,1,,2025-05-18,44.1
4399,5,,2025-05-27,29.2
4400,4,,2025-05-24,22.5
4401,10,527,2025-05-24,23.88
4402,5,,2025-06-02,37.0
4403,1,640,2025-05-13,27.9
4404,5,36,2025-05-27,29.7
4405,5,,2025-05-14,252.06
4406,9,,2025-05-23,8.8
4407,5,,2025-05-14,57.1
4408,1,,2025-06-01,47.6
4409,9,705,2025-05-17,28.19
4410,5,748,2025-05-31,49.5
4411,5,770,2025-05-30,20.4
4412,6,405,2025-06-01,23.2
4413,7,,2025-05-10,2.2
4414,5,,2025-05-07,31.96
4415,4,165,2025-05-15,1.0
4416,2,,2025-05-19,14.7
4417,9,608,2025-05-09,27.96
4418,3,,2025-05-30,197.41
4419,8,,2025-05-08,98.93
4420,4,,2025-05-25,2.2
4421,7,,2025-06-01,6.6
4422,5,,2025-05-24,21.3
4423,6,,2025-05-31,87.59
4424,4,20,2025-05-28,47.7
4425,4,,2025-05-27,38.0
4426,5,,2025-05-26,46.2
4427,2,531,2025-05-18,94.6
4428,1,877,2025-06-03,34.98
4429,1,,2025-05-22,24.5
4430,1,,2025-05-31,63.8
4431,4,,2025-05-19,66.06
4432,1,525,2025-05-23,111.27
4433,2,682,2025-06-03,55.1
4434,9,,2025-05-11,143.68
4435,2,,2025-05-17,119.96
4436,9,,2025-06-03,42.0
4437,2,,2025-05-12,7.3
4438,9,,2025-05-28,11.8
4439,2,630,2025-05-18,65.37
4440,2,,2025-05-15,29.6
4441,3,,2025-05-06,12.8
4442,2,,2025-05-23,47.6
4443,1,,2025-05-17,61.3
4444,6,,2025-05-07,149.11
4445,2,,2025-05-11,5.6
4446,1,,2025-05-17,38.8
4447,2,487,2025-05-21,20.0
4448,8,801,2025-05-11,26.18
4449,1,965,2025-05-26,4.8
4450,1,,2025-05-20,13.5
4451,2,,2025-06-03,58.2
4452,5,,2025-05-20,26.5
4453,9,910,2025-05-27,93.47
4454,3,,2025-05-25,4.2
4455,2,25,2025-05-17,60.1
4456,1,,2025-05-18,45.77
4457,6,333,2025-06-01,49.17
4458,10,179,2025-05-30,22.0
4459,3,,2025-06-02,7.7
4460,9,747,2025-05-16,47.97
4461,5,,2025-05-15,27.48
4462,1,602,2025-05-21,68.36
4463,4,391,2025-06-02,33.0
4464,1,,2025-06-01,30.3
4465,3,,2025-05-09,114.96
4466,8,,2025-05-13,28.8
4467,9,,2025-06-01,31.2
4468,2,,2025-06-01,24.1
4469,5,,2025-05-09,82.91
4470,3,,2025-05-16,31.96
4471,4,692,2025-05-14,46.3
4472,1,891,2025-05-28,48.47
4473,9,,2025-05-25,64.2
4474,10,,2025-06-02,45.4
4475,8,,2025-05-13,60.95
4476,1,,2025-06-01,33.8
4477,10,314,2025-05-17,35.2
4478,7,395,2025-05-29,214.35
4479,3,754,2025-05-19,43.5
4480,9,,2025-05-25,34.57
4481,10,609,2025-05-30,9.9
4482,9,,2025-05-26,41.96
4483,2,,2025-06-02,60.5
4484,3,,2025-05-18,6.4
4485,1,531,2025-05-10,58.26
4486,4,,2025-05-07,54.48
4487,2,61,2025-05-17,19.98
4488,4,,2025-05-30,65.9
4489,5,,2025-05-31,23.97
4490,2,,2025-05-28,1.8
4491,2,,2025-05-21,76.6
4492,8,,2025-05-30,14.7
4493,2,,2025-05-27,14.5
4494,7,,2025-05-26,151.41
4495,7,910,2025-05-08,9.8
4496,1,,2025-05-12,20.77
4497,4,,2025-05-11,10.0
4498,1,364,2025-05-28,24.5
4499,1,369,2025-05-28,28.7
4500,8,290,2025-05-15,60.27
4501,2,,2025-05-22,25.3
4502,1,873,2025-05-16,30.89
4503,4,,2025-05-20,56.29
4504,1,159,2025-05-28,29.7
4505,3,821,2025-05-09,92.97
4506,4,,2025-05-10,49.7
4507,1,,2025-05-12,31.5
4508,5,,2025-05-24,2.2
4509,7,,2025-05-17,19.2
4510,3,,2025-05-24,10.8
4511,2,,2025-05-19,17.2
4512,2,,2025-05-27,7.2
4513,6,,2025-05-09,26.8
4514,7,,2025-05-23,29.1
4515,1,,2025-05-17,42.0
4516,6,,2025-05-12,147.45
4517,3,,2025-05-22,2.8
4518,4,,2025-06-02,44.39
4519,7,,2025-06-01,30.7
4520,4,407,2025-05-21,70.28
4521,4,967,2025-06-03,40.0
4522,10,,2025-05-23,18.5
4523,8,,2025-05-11,45.39
4524,9,,2025-05-30,153.06
4525,3,615,2025-06-02,51.45
4526,2,564,2025-05-09,72.78
4527,3,,2025-05-11,14.8
4528,8,,2025-05-21,16.8
4529,1,,2025-05-09,73.26
4530,1,706,2025-05-10,40.5
4531,2,77,2025-05-20,30.7
4532,1,41,2025-05-11,16.5
4533,5,,2025-05-29,13.8
4534,5,,2025-05-27,33.79
4535,9,,2025-05-17,32.7
4536,1,,2025-06-03,103.18
4537,2,,2025-05-07,18.8
4538,5,,2025-05-31,11.0
4539,2,,2025-05-27,37.8
4540,6,378,2025-05-09,54.95
4541,9,1,2025-05-08,18.3
4542,4,,2025-05-16,20.97
4543,2,,2025-05-10,31.8
4544,9,,2025-05-22,122.49
4545,1,,2025-05-20,6.9
4546,3,,2025-05-23,43.1
4547,4,,2025-05-12,16.5
4548,6,978,2025-05-06,43.0
4549,1,831,2025-05-31,82.28
4550,1,,2025-05-10,19.0
4551,4,702,2025-05-30,19.99
4552,1,,2025-06-03,39.3
4553,1,185,2025-05-29,16.9
4554,1,,2025-05-12,17.1
4555,1,,2025-05-19,23.7
4556,5,576,2025-05-19,53.8
4557,9,,2025-05-09,52.85
4558,5,712,2025-05-24,66.76
4559,2,,2025-05-22,38.97
4560,8,,2025-06-03,68.37
4561,1,144,2025-05-29,43.5
4562,2,,2025-05-19,21.1
4563,9,313,2025-05-31,152.06
4564,2,,2025-05-19,13.5
4565,9,,2025-05-06,59.6
4566,7,667,2025-05-06,62.0
4567,5,793,2025-05-30,26.0
4568,9,,2025-05-07,2.0
4569,1,,2025-05-10,13.7
4570,1,354,2025-05-22,20.6
4571,2,,2025-05-06,0.9
4572,6,,2025-05-29,219.92
4573,3,325,2025-05-21,17.8
4574,9,598,2025-05-11,38.79
4575,2,,2025-06-03,47.56
4576,9,,2025-05-12,68.69
4577,10,,2025-06-01,56.5
4578,5,,2025-05-22,82.18
4579,2,,2025-05-25,21.0
4580,3,,2025-06-01,19.5
4581,2,,2025-05-30,1.9
4582,6,,2025-05-20,22.5
4583,7,974,2025-05-27,9.3
4584,2,254,2025-05-06,9.6
4585,4,730,2025-05-12,25.5
4586,2,,2025-05-11,78.6
4587,7,,2025-05-24,133.35
4588,5,506,2025-05-16,2.2
4589,4,,2025-05-19,11.0
4590,7,113,2025-05-25,17.2
4591,3,,2025-05-13,7.5
4592,4,,2025-05-26,27.16
4593,5,,2025-05-13,154.39
4594,10,99,2025-06-02,21.3
4595,1,287,2025-05-15,29.95
4596,8,,2025-05-15,1.6
4597,1,,2025-06-02,46.16
4598,2,,2025-05-25,26.17
