payment_id,transaction_id,payment_method,amount_paid
3225,3225,Kartica,24.95
3226,3226,Kartica,9.0
3227,3227,Gotovina,77.24
3228,3228,Kartica,24.2
3229,3229,Gotovina,11.7
3230,3230,Gotovina,40.7
3231,3231,Gotovina,42.2
3232,3232,Kartica,52.9
3233,3233,Kartica,62.04
3234,3234,Kartica,94.44
3235,3235,Gotovina,158.93
3236,3236,Gotovina,99.34
3237,3237,Gotovina,92.36
3238,3238,Gotovina,92.06
3239,3239,Gotovina,9.9
3240,3240,Kartica,31.2
3241,3241,Gotovina,181.16
3242,3242,Kartica,221.06
3243,3243,Kartica,27.9
3244,3244,Gotovina,5.7
3245,3245,Kartica,47.6
3246,3246,Kartica,36.7
3247,3247,Gotovina,19.2
3248,3248,Gotovina,12.5
3249,3249,Kartica,27.19
3250,3250,Gotovina,3.3
3251,3251,Gotovina,164.25
3252,3252,Gotovina,45.36
3253,3253,Kartica,77.49
3254,3254,Gotovina,41.3
3255,3255,Gotovina,5.4
3256,3256,Kartica,87.95
3257,3257,Kartica,150.23
3258,3258,Gotovina,7.5
3259,3259,Kartica,23.5
3260,3260,Kartica,17.5
3261,3261,Kartica,198.85
3262,3262,Kartica,74.99
3263,3263,Kartica,72.75
3264,3264,Kartica,15.2
3265,3265,Gotovina,55.17
3266,3266,Gotovina,55.6
3267,3267,Kartica,25.3
3268,3268,Gotovina,9.6
3269,3269,Gotovina,30.39
3270,3270,Kartica,30.1
3271,3271,Gotovina,112.21
3272,3272,Gotovina,33.6
3273,3273,Gotovina,39.6
3274,3274,Kartica,44.4
3275,3275,Gotovina,53.16
3276,3276,Gotovina,23.0
3277,3277,Gotovina,5.0
3278,3278,Kartica,54.66
3279,3279,Gotovina,2.8
3280,3280,Kartica,35.5
3281,3281,Kartica,19.3
3282,3282,Gotovina,55.07
3283,3283,Kartica,136.05
3284,3284,Kartica,53.0
3285,3285,Kartica,71.2
3286,3286,Gotovina,130.18
3287,3287,Gotovina,69.15
3288,3288,Kartica,84.37
3289,3289,Kartica,19.6
3290,3290,Kartica,93.81
3291,3291,Kartica,39.96
3292,3292,Gotovina,52.2
3293,3293,Kartica,46.4
3294,3294,Kartica,7.2
3295,3295,Gotovina,33.28
3296,3296,Gotovina,4.5
3297,3297,Kartica,13.7
3298,3298,Kartica,48.3
3299,3299,Kartica,8.5
3300,3300,Kartica,15.2
3301,3301,Gotovina,6.2
3302,3302,Kartica,207.36
3303,3303,Gotovina,4.4
3304,3304,Gotovina,2.1
3305,3305,Gotovina,46.99
3306,3306,Kartica,10.8
3307,3307,Kartica,24.2
3308,3308,Gotovina,22.1
3309,3309,Kartica,65.94
3310,3310,Gotovina,15.99
3311,3311,Kartica,35.0
3312,3312,Kartica,41.99
3313,3313,Gotovina,70.97
3314,3314,Kartica,170.56
3315,3315,Kartica,131.78
3316,3316,Gotovina,39.96
3317,3317,Kartica,65.3
3318,3318,Kartica,32.5
3319,3319,Gotovina,17.4
3320,3320,Kartica,26.2
3321,3321,Gotovina,11.0
3322,3322,Gotovina,6.5
3323,3323,Kartica,40.99
3324,3324,Gotovina,26.7
3325,3325,Kartica,7.99
3326,3326,Gotovina,60.75
3327,3327,Gotovina,38.67
3328,3328,Kartica,42.1
3329,3329,Gotovina,23.6
3330,3330,Gotovina,81.05
3331,3331,Gotovina,105.21
3332,3332,Kartica,22.4
3333,3333,Gotovina,88.95
3334,3334,Kartica,57.36
3335,3335,Gotovina,32.68
3336,3336,Kartica,55.0
3337,3337,Gotovina,67.1
3338,3338,Kartica,42.8
3339,3339,Kartica,29.1
3340,3340,Kartica,17.6
3341,3341,Gotovina,42.4
3342,3342,Gotovina,11.19
3343,3343,Gotovina,353.11
3344,3344,Kartica,14.9
3345,3345,Kartica,59.37
3346,3346,Gotovina,48.7
3347,3347,Gotovina,30.1
3348,3348,Gotovina,34.6
3349,3349,Gotovina,16.9
3350,3350,Gotovina,29.99
3351,3351,Kartica,29.2
3352,3352,Kartica,66.7
3353,3353,Kartica,99.95
3354,3354,Kartica,4.8
3355,3355,Kartica,79.55
3356,3356,Kartica,17.1
3357,3357,Gotovina,81.19
3358,3358,Kartica,54.5
3359,3359,Kartica,16.5
3360,3360,Kartica,30.6
3361,3361,Kartica,44.45
3362,3362,Gotovina,3.2
3363,3363,Gotovina,74.5
3364,3364,Gotovina,13.9
3365,3365,Gotovina,88.35
3366,3366,Gotovina,38.97
3367,3367,Gotovina,19.99
3368,3368,Gotovina,43.2
3369,3369,Gotovina,7.5
3370,3370,Gotovina,44.97
3371,3371,Gotovina,13.9
3372,3372,Gotovina,38.29
3373,3373,Gotovina,22.3
3374,3374,Gotovina,180.37
3375,3375,Kartica,159.44
3376,3376,Gotovina,80.45
3377,3377,Kartica,65.91
3378,3378,Kartica,2.4
3379,3379,Kartica,7.6
3380,3380,Kartica,14.0
3381,3381,Gotovina,51.96
3382,3382,Gotovina,16.0
3383,3383,Kartica,19.3
3384,3384,Kartica,5.0
3385,3385,Kartica,49.28
3386,3386,Kartica,15.4
3387,3387,Kartica,33.4
3388,3388,Kartica,114.7
3389,3389,Gotovina,55.49
3390,3390,Kartica,14.7
3391,3391,Kartica,14.8
3392,3392,Kartica,3.0
3393,3393,Kartica,63.98
3394,3394,Gotovina,28.8
3395,3395,Gotovina,62.66
3396,3396,Kartica,50.36
3397,3397,Gotovina,28.3
3398,3398,Kartica,16.5
3399,3399,Kartica,22.1
3400,3400,Kartica,14.0
3401,3401,Kartica,47.6
3402,3402,Gotovina,93.5
3403,3403,Gotovina,95.96
3404,3404,Kartica,91.75
3405,3405,Kartica,1.1
3406,3406,Kartica,3.3
3407,3407,Kartica,24.7
3408,3408,Gotovina,43.6
3409,3409,Gotovina,67.7
3410,3410,Gotovina,12.9
3411,3411,Kartica,30.0
3412,3412,Kartica,85.95
3413,3413,Kartica,20.3
3414,3414,Gotovina,61.2
3415,3415,Gotovina,127.17
3416,3416,Kartica,11.0
3417,3417,Kartica,44.0
3418,3418,Kartica,234.86
3419,3419,Gotovina,46.43
3420,3420,Gotovina,24.3
3421,3421,Gotovina,22.0
3422,3422,Kartica,157.87
3423,3423,Gotovina,61.8
3424,3424,Gotovina,15.6
3425,3425,Gotovina,65.96
3426,3426,Kartica,31.88
3427,3427,Kartica,53.56
3428,3428,Kartica,44.2
3429,3429,Gotovina,53.37
3430,3430,Kartica,3.0
3431,3431,Gotovina,37.49
3432,3432,Gotovina,46.47
3433,3433,Gotovina,126.46
3434,3434,Kartica,39.49
3435,3435,Gotovina,6.3
3436,3436,Kartica,31.5
3437,3437,Kartica,97.65
3438,3438,Kartica,17.0
3439,3439,Kartica,3.4
3440,3440,Gotovina,2.2
3441,3441,Gotovina,12.7
3442,3442,Gotovina,75.96
3443,3443,Gotovina,56.8
3444,3444,Kartica,51.27
3445,3445,Kartica,10.5
3446,3446,Gotovina,124.34
3447,3447,Kartica,7.5
3448,3448,Kartica,28.6
3449,3449,Kartica,14.5
3450,3450,Gotovina,3.6
3451,3451,Gotovina,28.39
3452,3452,Gotovina,24.5
3453,3453,Gotovina,23.6
3454,3454,Kartica,46.0
3455,3455,Gotovina,34.1
3456,3456,Gotovina,72.7
3457,3457,Kartica,5.1
3458,3458,Gotovina,187.54
3459,3459,Kartica,43.5
3460,3460,Gotovina,54.1
3461,3461,Kartica,41.5
3462,3462,Gotovina,14.1
3463,3463,Kartica,66.4
3464,3464,Kartica,15.6
3465,3465,Gotovina,514.25
3466,3466,Kartica,21.5
3467,3467,Gotovina,13.0
3468,3468,Kartica,105.63
3469,3469,Gotovina,3.8
3470,3470,Kartica,14.7
3471,3471,Gotovina,82.0
3472,3472,Kartica,22.5
3473,3473,Kartica,38.2
3474,3474,Gotovina,54.96
3475,3475,Kartica,30.8
3476,3476,Gotovina,55.48
3477,3477,Gotovina,21.3
3478,3478,Gotovina,45.2
3479,3479,Kartica,78.0
3480,3480,Kartica,9.2
3481,3481,Gotovina,35.4
3482,3482,Gotovina,38.99
3483,3483,Kartica,55.47
3484,3484,Gotovina,12.49
3485,3485,Gotovina,25.57
3486,3486,Kartica,48.7
3487,3487,Gotovina,171.48
3488,3488,Gotovina,33.8
3489,3489,Gotovina,20.8
3490,3490,Gotovina,23.5
3491,3491,Kartica,25.98
3492,3492,Kartica,10.6
3493,3493,Gotovina,59.15
3494,3494,Kartica,35.3
3495,3495,Gotovina,72.38
3496,3496,Gotovina,5.8
3497,3497,Kartica,40.9
3498,3498,Kartica,31.85
3499,3499,Gotovina,39.96
3500,3500,Kartica,3.5
3501,3501,Kartica,27.0
3502,3502,Gotovina,45.06
3503,3503,Gotovina,69.57
3504,3504,Kartica,66.0
3505,3505,Gotovina,42.9
3506,3506,Kartica,20.49
3507,3507,Gotovina,197.53
3508,3508,Kartica,34.08
3509,3509,Kartica,26.1
3510,3510,Kartica,5.5
3511,3511,Kartica,34.5
3512,3512,Kartica,14.7
3513,3513,Gotovina,12.8
3514,3514,Gotovina,18.2
3515,3515,Kartica,9.8
3516,3516,Gotovina,94.26
3517,3517,Gotovina,244.8
3518,3518,Kartica,4.5
3519,3519,Kartica,25.1
3520,3520,Kartica,9.99
3521,3521,Kartica,4.5
3522,3522,Gotovina,43.48
3523,3523,Gotovina,97.2
3524,3524,Kartica,25.0
3525,3525,Gotovina,64.23
3526,3526,Kartica,38.1
3527,3527,Kartica,99.87
3528,3528,Gotovina,31.19
3529,3529,Gotovina,72.06
3530,3530,Gotovina,26.8
3531,3531,Gotovina,201.75
3532,3532,Kartica,9.6
3533,3533,Gotovina,33.6
3534,3534,Kartica,107.66
3535,3535,Kartica,67.69
3536,3536,Kartica,68.25
3537,3537,Gotovina,51.6
3538,3538,Kartica,24.3
3539,3539,Gotovina,80.46
3540,3540,Kartica,74.76
3541,3541,Gotovina,16.9
3542,3542,Kartica,18.5
3543,3543,Kartica,50.6
3544,3544,Gotovina,34.5
3545,3545,Kartica,32.67
3546,3546,Kartica,33.5
3547,3547,Kartica,33.5
3548,3548,Kartica,45.29
3549,3549,Kartica,3.2
3550,3550,Gotovina,16.2
3551,3551,Gotovina,17.7
3552,3552,Kartica,13.6
3553,3553,Gotovina,56.6
3554,3554,Gotovina,30.8
3555,3555,Kartica,115.75
3556,3556,Kartica,45.0
3557,3557,Gotovina,87.48
3558,3558,Kartica,5.4
3559,3559,Gotovina,16.5
3560,3560,Gotovina,30.5
3561,3561,Kartica,23.4
3562,3562,Gotovina,44.99
3563,3563,Gotovina,79.96
3564,3564,Kartica,30.4
3565,3565,Kartica,33.5
3566,3566,Kartica,16.3
3567,3567,Gotovina,62.75
3568,3568,Gotovina,30.6
3569,3569,Gotovina,54.3
3570,3570,Gotovina,15.5
3571,3571,Gotovina,28.0
3572,3572,Kartica,100.96
3573,3573,Kartica,82.95
3574,3574,Kartica,7.5
3575,3575,Kartica,119.45
3576,3576,Gotovina,58.75
3577,3577,Kartica,10.5
3578,3578,Kartica,21.0
3579,3579,Kartica,89.97
3580,3580,Gotovina,13.5
3581,3581,Gotovina,60.68
3582,3582,Gotovina,268.65
3583,3583,Kartica,41.5
3584,3584,Kartica,54.78
3585,3585,Gotovina,46.7
3586,3586,Kartica,135.48
3587,3587,Kartica,191.66
3588,3588,Gotovina,32.8
3589,3589,Kartica,51.3
3590,3590,Kartica,4.0
3591,3591,Kartica,33.48
3592,3592,Kartica,12.1
3593,3593,Gotovina,43.6
3594,3594,Gotovina,26.67
3595,3595,Kartica,90.66
3596,3596,Kartica,68.55
3597,3597,Kartica,25.5
3598,3598,Kartica,73.75
3599,3599,Kartica,16.5
3600,3600,Kartica,98.6
3601,3601,Gotovina,8.4
3602,3602,Gotovina,4.5
3603,3603,Kartica,14.5
3604,3604,Gotovina,34.9
3605,3605,Gotovina,7.0
3606,3606,Gotovina,3.0
3607,3607,Gotovina,19.6
3608,3608,Kartica,13.5
3609,3609,Kartica,36.38
3610,3610,Gotovina,45.69
3611,3611,Gotovina,14.0
3612,3612,Kartica,16.88
3613,3613,Kartica,32.9
3614,3614,Kartica,32.8
3615,3615,Kartica,3.6
3616,3616,Kartica,30.0
3617,3617,Kartica,98.86
3618,3618,Gotovina,29.98
3619,3619,Kartica,22.0
3620,3620,Kartica,220.83
3621,3621,Gotovina,11.2
3622,3622,Gotovina,56.06
3623,3623,Kartica,70.3
3624,3624,Kartica,184.98
3625,3625,Kartica,6.6
3626,3626,Gotovina,9.2
3627,3627,Gotovina,60.89
3628,3628,Gotovina,12.5
3629,3629,Kartica,40.3
3630,3630,Gotovina,52.86
3631,3631,Kartica,5.5
3632,3632,Gotovina,169.91
3633,3633,Gotovina,7.5
3634,3634,Gotovina,7.5
3635,3635,Kartica,35.6
3636,3636,Gotovina,69.1
3637,3637,Gotovina,509.44
3638,3638,Kartica,42.58
3639,3639,Gotovina,10.0
3640,3640,Gotovina,7.8
3641,3641,Kartica,6.6
3642,3642,Kartica,24.78
3643,3643,Gotovina,42.3
3644,3644,Gotovina,28.5
3645,3645,Kartica,2.2
3646,3646,Kartica,187.81
3647,3647,Kartica,4.9
3648,3648,Kartica,20.7
3649,3649,Gotovina,40.7
3650,3650,Kartica,20.8
3651,3651,Kartica,77.96
3652,3652,Kartica,2.8
3653,3653,Kartica,66.4
3654,3654,Kartica,115.93
3655,3655,Gotovina,8.9
3656,3656,Kartica,44.0
3657,3657,Gotovina,28.2
3658,3658,Kartica,12.6
3659,3659,Kartica,174.96
3660,3660,Gotovina,24.5
3661,3661,Gotovina,86.18
3662,3662,Gotovina,36.7
3663,3663,Kartica,545.42
3664,3664,Gotovina,42.88
3665,3665,Kartica,37.9
3666,3666,Gotovina,78.88
3667,3667,Gotovina,8.5
3668,3668,Gotovina,67.47
3669,3669,Gotovina,27.0
3670,3670,Gotovina,162.97
3671,3671,Gotovina,44.0
3672,3672,Kartica,57.2
3673,3673,Kartica,5.9
3674,3674,Kartica,52.47
3675,3675,Gotovina,241.76
3676,3676,Gotovina,88.15
3677,3677,Kartica,110.77
3678,3678,Gotovina,71.77
3679,3679,Gotovina,35.5
3680,3680,Kartica,147.27
3681,3681,Gotovina,44.1
3682,3682,Kartica,9.0
3683,3683,Kartica,15.0
3684,3684,Gotovina,101.9
3685,3685,Gotovina,34.0
3686,3686,Gotovina,53.49
3687,3687,Kartica,58.2
3688,3688,Gotovina,60.0
3689,3689,Kartica,40.35
3690,3690,Gotovina,20.69
3691,3691,Kartica,20.3
3692,3692,Gotovina,28.4
3693,3693,Kartica,14.0
3694,3694,Gotovina,26.7
3695,3695,Kartica,40.5
3696,3696,Gotovina,134.96
3697,3697,Kartica,53.2
3698,3698,Kartica,90.65
3699,3699,Gotovina,27.3
3700,3700,Kartica,7.5
3701,3701,Kartica,7.5
3702,3702,Gotovina,70.65
3703,3703,Kartica,26.7
3704,3704,Kartica,16.4
3705,3705,Gotovina,32.3
3706,3706,Gotovina,8.2
3707,3707,Kartica,11.7
3708,3708,Kartica,31.8
3709,3709,Gotovina,43.5
3710,3710,Gotovina,46.9
3711,3711,Gotovina,48.5
3712,3712,Gotovina,33.8
3713,3713,Gotovina,36.3
3714,3714,Gotovina,56.2
3715,3715,Kartica,84.9
3716,3716,Gotovina,20.2
3717,3717,Kartica,7.8
3718,3718,Gotovina,44.35
3719,3719,Kartica,90.38
3720,3720,Kartica,3.9
3721,3721,Kartica,33.5
3722,3722,Gotovina,12.0
3723,3723,Kartica,16.5
3724,3724,Kartica,45.28
3725,3725,Kartica,39.4
3726,3726,Kartica,29.97
3727,3727,Gotovina,34.6
3728,3728,Gotovina,88.47
3729,3729,Gotovina,17.59
3730,3730,Gotovina,24.5
3731,3731,Gotovina,13.3
3732,3732,Kartica,18.0
3733,3733,Kartica,242.31
3734,3734,Gotovina,23.2
3735,3735,Kartica,39.95
3736,3736,Gotovina,25.9
3737,3737,Gotovina,23.7
3738,3738,Kartica,49.0
3739,3739,Kartica,88.75
3740,3740,Gotovina,11.6
3741,3741,Kartica,5.5
3742,3742,Kartica,2.9
3743,3743,Kartica,17.9
3744,3744,Gotovina,17.0
3745,3745,Kartica,13.2
3746,3746,Kartica,105.27
3747,3747,Gotovina,14.7
3748,3748,Gotovina,44.2
3749,3749,Kartica,7.5
3750,3750,Kartica,18.2
3751,3751,Gotovina,11.2
3752,3752,Gotovina,61.35
3753,3753,Gotovina,35.5
3754,3754,Kartica,10.0
3755,3755,Kartica,30.3
3756,3756,Gotovina,35.37
3757,3757,Kartica,39.1
3758,3758,Gotovina,22.4
3759,3759,Gotovina,9.5
3760,3760,Gotovina,26.29
3761,3761,Gotovina,64.95
3762,3762,Gotovina,33.18
3763,3763,Kartica,74.97
3764,3764,Gotovina,3.6
3765,3765,Gotovina,5.0
3766,3766,Kartica,15.7
3767,3767,Kartica,25.47
3768,3768,Gotovina,7.0
3769,3769,Kartica,192.57
3770,3770,Gotovina,43.0
3771,3771,Kartica,17.97
3772,3772,Gotovina,10.3
3773,3773,Kartica,25.4
3774,3774,Kartica,40.5
3775,3775,Kartica,7.0
3776,3776,Gotovina,43.4
3777,3777,Gotovina,102.95
3778,3778,Kartica,69.45
3779,3779,Kartica,61.8
3780,3780,Kartica,32.29
3781,3781,Gotovina,42.92
3782,3782,Kartica,50.2
3783,3783,Kartica,14.0
3784,3784,Kartica,44.2
3785,3785,Gotovina,41.5
3786,3786,Gotovina,26.2
3787,3787,Kartica,62.9
3788,3788,Gotovina,70.8
3789,3789,Kartica,68.8
3790,3790,Kartica,14.2
3791,3791,Kartica,40.6
3792,3792,Gotovina,24.5
3793,3793,Gotovina,85.16
3794,3794,Kartica,45.08
3795,3795,Gotovina,52.85
3796,3796,Gotovina,35.3
3797,3797,Kartica,68.25
3798,3798,Kartica,49.95
3799,3799,Kartica,43.5
3800,3800,Kartica,34.7
3801,3801,Kartica,24.3
3802,3802,Kartica,5.6
3803,3803,Gotovina,62.1
3804,3804,Kartica,42.8
3805,3805,Kartica,2.5
3806,3806,Kartica,75.09
3807,3807,Kartica,93.67
3808,3808,Kartica,73.4
3809,3809,Kartica,9.0
3810,3810,Gotovina,10.5
3811,3811,Kartica,25.8
3812,3812,Kartica,7.0
3813,3813,Kartica,17.9
3814,3814,Kartica,51.79
3815,3815,Gotovina,49.96
3816,3816,Gotovina,57.06
3817,3817,Kartica,82.09
3818,3818,Kartica,33.47
3819,3819,Gotovina,59.97
3820,3820,Kartica,10.2
3821,3821,Kartica,56.5
3822,3822,Gotovina,23.5
3823,3823,Kartica,19.99
3824,3824,Kartica,5.0
3825,3825,Kartica,39.96
3826,3826,Kartica,42.2
3827,3827,Kartica,7.2
3828,3828,Kartica,67.7
3829,3829,Kartica,35.79
3830,3830,Gotovina,15.3
3831,3831,Kartica,3.5
3832,3832,Kartica,22.2
3833,3833,Gotovina,56.19
3834,3834,Kartica,51.5
3835,3835,Gotovina,55.3
3836,3836,Gotovina,42.4
3837,3837,Gotovina,21.3
3838,3838,Gotovina,20.0
3839,3839,Gotovina,16.9
3840,3840,Gotovina,6.6
3841,3841,Gotovina,18.0
3842,3842,Gotovina,73.46
3843,3843,Kartica,48.48
3844,3844,Kartica,45.58
3845,3845,Kartica,28.08
3846,3846,Kartica,28.4
3847,3847,Kartica,45.0
3848,3848,Kartica,58.3
3849,3849,Kartica,14.58
3850,3850,Kartica,128.95
3851,3851,Kartica,20.6
3852,3852,Kartica,15.9
3853,3853,Kartica,13.0
3854,3854,Gotovina,2.9
3855,3855,Gotovina,127.9
3856,3856,Kartica,35.3
3857,3857,Kartica,10.0
3858,3858,Gotovina,49.95
3859,3859,Gotovina,27.1
3860,3860,Gotovina,4.5
3861,3861,Kartica,112.95
3862,3862,Kartica,64.16
3863,3863,Gotovina,44.46
3864,3864,Kartica,55.99
3865,3865,Kartica,141.86
3866,3866,Kartica,59.39
3867,3867,Gotovina,103.68
3868,3868,Gotovina,6.3
3869,3869,Kartica,26.7
3870,3870,Kartica,1.1
3871,3871,Gotovina,54.2
3872,3872,Gotovina,127.4
3873,3873,Kartica,55.56
3874,3874,Gotovina,16.2
3875,3875,Kartica,107.39
3876,3876,Gotovina,38.6
3877,3877,Gotovina,16.8
3878,3878,Kartica,81.95
3879,3879,Kartica,77.48
3880,3880,Gotovina,92.31
3881,3881,Kartica,343.57
3882,3882,Gotovina,8.5
3883,3883,Kartica,35.6
3884,3884,Kartica,8.4
3885,3885,Kartica,11.9
3886,3886,Kartica,8.5
3887,3887,Kartica,39.8
3888,3888,Kartica,96.45
3889,3889,Kartica,52.6
3890,3890,Kartica,5.5
3891,3891,Gotovina,3.9
3892,3892,Kartica,31.9
3893,3893,Kartica,23.0
3894,3894,Kartica,36.1
3895,3895,Gotovina,12.8
3896,3896,Kartica,20.99
3897,3897,Kartica,23.1
3898,3898,Kartica,86.88
3899,3899,Kartica,65.8
3900,3900,Kartica,38.9
3901,3901,Kartica,38.6
3902,3902,Gotovina,7.2
3903,3903,Kartica,39.8
3904,3904,Kartica,177.8
3905,3905,Gotovina,89.46
3906,3906,Kartica,52.28
3907,3907,Gotovina,127.76
3908,3908,Kartica,49.69
3909,3909,Gotovina,15.4
3910,3910,Gotovina,4.0
3911,3911,Kartica,60.55
3912,3912,Kartica,77.16
3913,3913,Gotovina,5.4
3914,3914,Kartica,31.1
3915,3915,Kartica,197.15
3916,3916,Gotovina,21.5
3917,3917,Kartica,70.5
3918,3918,Kartica,49.98
3919,3919,Kartica,29.5
3920,3920,Kartica,43.39
3921,3921,Kartica,29.0
3922,3922,Kartica,39.39
3923,3923,Gotovina,1.8
3924,3924,Kartica,4.7
3925,3925,Kartica,13.5
3926,3926,Gotovina,58.98
3927,3927,Gotovina,41.36
3928,3928,Gotovina,19.99
3929,3929,Gotovina,79.96
3930,3930,Gotovina,18.4
3931,3931,Kartica,74.95
3932,3932,Kartica,61.8
3933,3933,Kartica,129.97
3934,3934,Gotovina,48.3
3935,3935,Gotovina,7.0
3936,3936,Gotovina,77.0
3937,3937,Kartica,22.8
3938,3938,Kartica,96.6
3939,3939,Kartica,21.8
3940,3940,Gotovina,45.29
3941,3941,Kartica,80.4
3942,3942,Kartica,14.2
3943,3943,Gotovina,20.9
3944,3944,Gotovina,56.39
3945,3945,Gotovina,24.4
3946,3946,Gotovina,109.98
3947,3947,Gotovina,8.0
3948,3948,Kartica,9.6
3949,3949,Kartica,61.28
3950,3950,Kartica,160.33
3951,3951,Gotovina,60.4
3952,3952,Gotovina,36.87
3953,3953,Gotovina,11.0
3954,3954,Gotovina,11.0
3955,3955,Kartica,87.5
3956,3956,Kartica,13.49
3957,3957,Gotovina,55.6
3958,3958,Gotovina,51.2
3959,3959,Kartica,125.35
3960,3960,Kartica,19.39
3961,3961,Kartica,4.5
3962,3962,Kartica,4.8
3963,3963,Kartica,48.19
3964,3964,Gotovina,136.86
3965,3965,Kartica,189.25
3966,3966,Gotovina,25.5
3967,3967,Kartica,85.85
3968,3968,Gotovina,17.2
3969,3969,Kartica,26.5
3970,3970,Gotovina,73.98
3971,3971,Gotovina,18.5
3972,3972,Kartica,29.78
3973,3973,Kartica,49.3
3974,3974,Gotovina,27.96
3975,3975,Kartica,29.5
3976,3976,Gotovina,22.5
3977,3977,Gotovina,19.3
3978,3978,Gotovina,37.9
3979,3979,Kartica,33.1
3980,3980,Kartica,140.45
3981,3981,Kartica,14.0
3982,3982,Kartica,42.17
3983,3983,Gotovina,11.4
3984,3984,Gotovina,23.2
3985,3985,Kartica,131.05
3986,3986,Gotovina,2.5
3987,3987,Gotovina,275.95
3988,3988,Kartica,14.0
3989,3989,Gotovina,72.25
3990,3990,Kartica,50.5
3991,3991,Kartica,93.37
3992,3992,Gotovina,6.2
3993,3993,Gotovina,23.9
3994,3994,Kartica,14.0
3995,3995,Gotovina,70.09
3996,3996,Gotovina,33.6
3997,3997,Gotovina,73.77
3998,3998,Kartica,109.66
3999,3999,Gotovina,237.28
4000,4000,Kartica,50.98
4001,4001,Gotovina,5.6
4002,4002,Gotovina,44.5
4003,4003,Gotovina,17.3
4004,4004,Kartica,54.58
4005,4005,Gotovina,148.64
4006,4006,Gotovina,20.3
4007,4007,Gotovina,39.77
4008,4008,Kartica,54.9
4009,4009,Kartica,9.7
4010,4010,Gotovina,69.0
4011,4011,Kartica,45.17
4012,4012,Kartica,65.3
4013,4013,Kartica,56.8
4014,4014,Gotovina,49.0
4015,4015,Gotovina,22.5
4016,4016,Gotovina,23.49
4017,4017,Gotovina,134.9
4018,4018,Kartica,24.68
4019,4019,Kartica,82.47
4020,4020,Gotovina,112.12
4021,4021,Kartica,42.0
4022,4022,Gotovina,9.6
4023,4023,Kartica,9.4
4024,4024,Gotovina,21.2
4025,4025,Gotovina,53.1
4026,4026,Kartica,97.29
4027,4027,Gotovina,120.57
4028,4028,Kartica,168.05
4029,4029,Kartica,57.68
4030,4030,Gotovina,21.2
4031,4031,Gotovina,3.0
4032,4032,Gotovina,7.2
4033,4033,Gotovina,35.5
4034,4034,Gotovina,27.5
4035,4035,Kartica,53.7
4036,4036,Kartica,19.4
4037,4037,Gotovina,53.27
4038,4038,Gotovina,42.9
4039,4039,Kartica,24.48
4040,4040,Gotovina,56.38
4041,4041,Gotovina,11.2
4042,4042,Gotovina,31.1
4043,4043,Kartica,46.5
4044,4044,Gotovina,10.5
4045,4045,Kartica,160.66
4046,4046,Gotovina,18.7
4047,4047,Gotovina,33.3
4048,4048,Gotovina,67.4
4049,4049,Kartica,5.5
4050,4050,Gotovina,1.8
4051,4051,Kartica,33.39
4052,4052,Kartica,29.9
4053,4053,Kartica,84.5
4054,4054,Gotovina,26.8
4055,4055,Kartica,29.5
4056,4056,Gotovina,103.56
4057,4057,Gotovina,19.6
4058,4058,Kartica,25.9
4059,4059,Kartica,18.1
4060,4060,Gotovina,41.77
4061,4061,Gotovina,7.1
4062,4062,Gotovina,102.1
4063,4063,Gotovina,3.5
4064,4064,Gotovina,37.1
4065,4065,Kartica,24.4
4066,4066,Gotovina,48.5
4067,4067,Gotovina,127.27
4068,4068,Gotovina,10.4
4069,4069,Gotovina,55.98
4070,4070,Kartica,23.7
4071,4071,Gotovina,23.5
4072,4072,Gotovina,78.07
4073,4073,Kartica,7.5
4074,4074,Gotovina,37.46
4075,4075,Kartica,69.78
4076,4076,Gotovina,59.99
4077,4077,Gotovina,45.99
4078,4078,Gotovina,5.4
4079,4079,Gotovina,12.5
4080,4080,Kartica,1.1
4081,4081,Kartica,10.5
4082,4082,Gotovina,10.5
4083,4083,Kartica,24.0
4084,4084,Gotovina,236.66
4085,4085,Gotovina,72.45
4086,4086,Gotovina,35.7
4087,4087,Gotovina,11.0
4088,4088,Gotovina,2.2
4089,4089,Kartica,46.8
4090,4090,Kartica,187.95
4091,4091,Kartica,63.6
4092,4092,Kartica,22.5
4093,4093,Gotovina,51.36
4094,4094,Gotovina,24.7
4095,4095,Kartica,17.6
4096,4096,Kartica,68.39
4097,4097,Gotovina,14.8
4098,4098,Gotovina,36.0
4099,4099,Kartica,128.97
4100,4100,Gotovina,330.45
4101,4101,Gotovina,25.8
4102,4102,Kartica,26.79
4103,4103,Kartica,7.2
4104,4104,Gotovina,18.99
4105,4105,Kartica,56.98
4106,4106,Kartica,34.7
4107,4107,Kartica,5.0
4108,4108,Gotovina,11.7
4109,4109,Kartica,35.1
4110,4110,Kartica,15.4
4111,4111,Kartica,41.2
4112,4112,Gotovina,25.4
4113,4113,Gotovina,91.35
4114,4114,Gotovina,37.1
4115,4115,Gotovina,109.13
4116,4116,Gotovina,58.3
4117,4117,Kartica,108.16
4118,4118,Kartica,7.0
4119,4119,Kartica,14.5
4120,4120,Gotovina,15.6
4121,4121,Gotovina,36.0
4122,4122,Gotovina,182.76
4123,4123,Kartica,8.4
4124,4124,Kartica,1.7
4125,4125,Gotovina,35.9
4126,4126,Gotovina,31.8
